carat,depth,table,price,x,y,z,Fair,Good,Ideal,Premium,Very Good,D,E,F,G,H,I,J,I1,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
0.0002353149777717437,0.03283713553451151,0.029414372221467963,0.9990190419945847,0.002631249296902225,0.0026472934999321168,0.0016204645060190531,0.0,0.0,0.0005348067676630539,0.0,0.0,0.0,0.0005348067676630539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005348067676630539,0.0
0.0006217330936494069,0.12952772784362646,0.11812928779338731,0.984410731611561,0.008911507675641498,0.00893223211209648,0.0055748734063896825,0.0,0.0,0.0020724436454980233,0.0,0.0,0.0,0.0,0.0020724436454980233,0.0,0.0,0.0,0.0,0.0,0.0,0.0020724436454980233,0.0,0.0,0.0,0.0,0.0
0.00030713690961511685,0.04424234055170136,0.04022030959245578,0.9981949562491299,0.0035467000276983734,0.003583263945509697,0.002157271150868083,0.0,0.0,0.0,0.0,0.0007312783562264688,0.0,0.0007312783562264688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007312783562264688,0.0
0.00035418841747184243,0.06632983090836321,0.059031402911973736,0.9960207618602115,0.004808376091738952,0.004776177144696058,0.0029623031279463184,0.0,0.0,0.0010732982347631589,0.0,0.0,0.0,0.0010732982347631589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010732982347631589,0.0,0.0
0.00016564272337850496,0.009412966299682348,0.009556310964144516,0.9999086705483212,0.0010607505170200414,0.0010511942060558968,0.0006243456496574418,0.0,0.0,0.0,0.0001592718494024086,0.0,0.0,0.0,0.0,0.0,0.0001592718494024086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001592718494024086
0.0006382367395823878,0.09620251342973551,0.08561712360251543,0.9916019588145878,0.007440906378545887,0.007487606627783622,0.004607757924789921,0.0,0.0,0.0015566749745911897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015566749745911897,0.0,0.0,0.0,0.0,0.0,0.0015566749745911897,0.0,0.0
0.0003263329193040642,0.0650626257862478,0.05506868013256084,0.9963351942502211,0.004466681832974379,0.004395296506876614,0.002824819332725806,0.0,0.0010197903728252006,0.0,0.0,0.0,0.0,0.0,0.0010197903728252006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010197903728252006,0.0
0.0003131110988385383,0.027474396419212583,0.024696086668955133,0.9993095069973631,0.0025048887907083064,0.002522528852614703,0.0015655554941926915,0.0,0.0,0.0004410015476599131,0.0,0.0,0.0,0.0,0.0,0.0004410015476599131,0.0,0.0,0.0,0.0,0.0,0.0,0.0004410015476599131,0.0,0.0,0.0,0.0
0.0005672862515320215,0.10867077255910286,0.0975023244820662,0.9892054011089625,0.007817913653925672,0.00790655213072755,0.0048219331380221836,0.0,0.0,0.0017727695360375672,0.0,0.0,0.0017727695360375672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017727695360375672,0.0,0.0,0.0,0.0,0.0
0.00018965949163839732,0.01447031676944809,0.012878113629767719,0.9998099127110575,0.0013978606976311504,0.0014119095488636245,0.0008686873012079679,0.0,0.0,0.00023414752054123125,0.0,0.0,0.0,0.0,0.00023414752054123125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023414752054123125,0.0,0.0,0.0
0.0003651473205222445,0.04140632823280546,0.04064847530341967,0.9982989951636458,0.003596356628539842,0.0036239149168811433,0.002170215206877491,0.0,0.0,0.0,0.0,0.0006889572085325367,0.0,0.0,0.0,0.0006889572085325367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006889572085325367,0.0,0.0
0.0003161199310448002,0.04666532315423241,0.04139665763681908,0.9980357822985836,0.00362032587696545,0.0036429058720400787,0.0022504728424379825,0.0,0.0,0.0007526665024876196,0.0,0.0,0.0,0.0,0.0007526665024876196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007526665024876196,0.0
0.0002909354841524704,0.03565385835201843,0.030804933616143924,0.9988784955901484,0.002926468693533673,0.002937877928206319,0.0018311821649596666,0.0,0.0,0.0,0.0,0.0005704617336322949,0.0,0.0,0.0005704617336322949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005704617336322949,0.0,0.0,0.0
0.0003220563757949104,0.06169392448821252,0.058372718112827515,0.9963619126155041,0.004428275167180019,0.004398082381949246,0.0027072864090259656,0.0,0.0,0.0,0.001006426174359095,0.0,0.0,0.0,0.001006426174359095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001006426174359095,0.0
0.00021065842705228737,0.02434725281892783,0.0239016292232403,0.9994121914192172,0.002134942135702989,0.0021146865177171926,0.0012761039331052023,0.0,0.0,0.0,0.0004051123597159373,0.0,0.0,0.0004051123597159373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004051123597159373
0.0001469608320487083,0.009199748086249139,0.008376767426776373,0.9999215012594111,0.000940549325111733,0.0009332012835092976,0.0005863737198743461,0.0,0.0,0.0001469608320487083,0.0,0.0,0.0,0.0,0.0001469608320487083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001469608320487083,0.0,0.0
0.0004920138950021813,0.09471267478791992,0.08610243162538174,0.9917155071137718,0.0067344401878423575,0.00679594192471763,0.0041667426732997235,0.0,0.0,0.0015375434218818167,0.0,0.0,0.0,0.0,0.0,0.0015375434218818167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015375434218818167,0.0,0.0,0.0
0.0002997495499587218,0.03335394992267959,0.02997495499587218,0.9989835001351584,0.002888495663238592,0.002915745622325748,0.0017766973324826055,0.0,0.0,0.0005449991817431305,0.0,0.0,0.0,0.0,0.0,0.0005449991817431305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005449991817431305,0.0,0.0
0.00038594257620022605,0.07513819530398151,0.06512780973378815,0.9950082042662078,0.005270528306234337,0.005306710422753109,0.0032925726032081784,0.0,0.0,0.0012060705506257063,0.0,0.0,0.0,0.0012060705506257063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012060705506257063,0.0,0.0,0.0
0.00028338435515556877,0.016267351925757168,0.015259157585299856,0.9997473067940209,0.00179840071541034,0.001782051617997519,0.00106814103097099,0.0,0.0,0.0002724849568803546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002724849568803546,0.0,0.0,0.0,0.0002724849568803546,0.0,0.0,0.0,0.0,0.0
0.0004214358720554046,0.03521587424024614,0.03521587424024614,0.9987452858299315,0.003354167694030001,0.003313756035065784,0.0020321291364863345,0.0,0.0,0.0,0.0005773094137745269,0.0,0.0005773094137745269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005773094137745269,0.0,0.0,0.0,0.0
0.0005401801970661439,0.07722121453513739,0.07120557143144625,0.9944226355081286,0.005954258990388177,0.00599108945836996,0.003756707734141819,0.0,0.0,0.0,0.0,0.0012276822660594181,0.0,0.0012276822660594181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012276822660594181,0.0,0.0,0.0,0.0,0.0
0.00024823077778772946,0.01655781122166503,0.01527574017155258,0.999742638013218,0.001707609526319985,0.0016966982833403045,0.0010338402723247193,0.0,0.0,0.00027278107449201037,0.0,0.0,0.0,0.00027278107449201037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027278107449201037,0.0,0.0,0.0,0.0,0.0
0.00023102033218986076,0.018271608091379895,0.016801478704717144,0.9996879829306702,0.0017671555280497138,0.001782156848321783,0.001083095323643373,0.0,0.0,0.0003000264054413776,0.0,0.0,0.0,0.0,0.0,0.0,0.0003000264054413776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003000264054413776,0.0,0.0
0.0002896073554894328,0.025860713152154987,0.024881758711063948,0.9993493252804373,0.002284227029212428,0.0022719900986987902,0.0014439578006092849,0.0,0.0,0.0,0.0,0.00040789768378793356,0.0,0.00040789768378793356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040789768378793356,0.0,0.0
0.00023805034232764078,0.014191462715686276,0.013046989916034157,0.9998114377760912,0.0014878146395477547,0.001480947802749842,0.0009201561309203037,0.0,0.0,0.0,0.0002288945599304238,0.0,0.0,0.0,0.0,0.0,0.0,0.0002288945599304238,0.0,0.0,0.0,0.0002288945599304238,0.0,0.0,0.0,0.0,0.0
0.00011640369279453797,0.003329687026448412,0.0032484751477545484,0.9999889329837751,0.00044233403261924434,0.0004488309829147534,0.00027395473746063355,0.0,0.0,5.4141252462575804e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.4141252462575804e-05,0.0,0.0,0.0,0.0,5.4141252462575804e-05,0.0,0.0,0.0,0.0,0.0
0.00020679316423541448,0.018286424094531652,0.016248034332782567,0.9996972396752037,0.0016750246303068573,0.001686841382548881,0.0010398741972980842,0.0,0.0,0.00029541880605059214,0.0,0.0,0.0,0.0,0.0,0.00029541880605059214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029541880605059214,0.0,0.0,0.0
0.0006646599307264212,0.09953687743073723,0.0940250633710547,0.9905054089605936,0.007700328465732929,0.007781384554845907,0.004749886822020523,0.0,0.0,0.0,0.001621121782259564,0.0,0.0,0.0,0.0,0.001621121782259564,0.0,0.0,0.0,0.0,0.0,0.0,0.001621121782259564,0.0,0.0,0.0,0.0
0.0003133804747887826,0.033537208705466205,0.030238466865584287,0.9989689871775754,0.0029468760436278506,0.0029853613650931395,0.0018033122058021174,0.0,0.0,0.0,0.0,0.0005497903066469871,0.0,0.0,0.0,0.0005497903066469871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005497903066469871,0.0,0.0,0.0
0.0006831012883190679,0.13463706037514533,0.1256024949489899,0.9827844341622719,0.009519346985607658,0.009585453561896598,0.0058394142388565485,0.0,0.0,0.0,0.0,0.0022035525429647354,0.0,0.0,0.0,0.0,0.0022035525429647354,0.0,0.0,0.0,0.0,0.0022035525429647354,0.0,0.0,0.0,0.0,0.0
0.00046595868997055155,0.06729310383063082,0.06068299218221136,0.9958512467045044,0.005255580572923663,0.005244744324319696,0.0032617108297938605,0.0,0.0,0.0010836248603966316,0.0,0.0,0.0,0.0010836248603966316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010836248603966316,0.0,0.0,0.0,0.0
0.0005157325021427792,0.1067566279435553,0.10658471710950769,0.98848729577366,0.007237446113403667,0.0073234015304274635,0.004521254935451697,0.0,0.0,0.0,0.0,0.0017191083404759304,0.0,0.0017191083404759304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017191083404759304,0.0,0.0
0.0006595169637224607,0.1292653248896023,0.13190339274449214,0.9826802759464665,0.009562995973975679,0.009650931569138675,0.005649861989222413,0.0,0.0,0.0,0.0,0.002198389879074869,0.0,0.0,0.0,0.002198389879074869,0.0,0.0,0.0,0.0,0.0,0.002198389879074869,0.0,0.0,0.0,0.0,0.0
0.0002659178732119782,0.023666690715866058,0.02203319520899248,0.999471320601021,0.002138739465976339,0.0021539347730170234,0.0013371870195802334,0.0,0.0,0.0,0.0,0.0003798826760171117,0.0,0.0,0.0,0.0003798826760171117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003798826760171117,0.0,0.0,0.0
0.00022043164949120552,0.015013844570900997,0.014450519244423473,0.9997799924701122,0.0015283261031390249,0.0015160799003895136,0.00093316064951277,0.0,0.0,0.0,0.00024492405499022834,0.0,0.0,0.0,0.0,0.0,0.00024492405499022834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024492405499022834,0.0,0.0
0.00045364501561478797,0.0778757276805386,0.07308725251571584,0.9942386592224104,0.005695765196052338,0.0057587714482210586,0.003540951371882095,0.0,0.0,0.0,0.001260125043374411,0.0,0.0,0.001260125043374411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260125043374411,0.0,0.0
0.0003460394375723426,0.055188853889742845,0.04791315289463205,0.9973034046956746,0.004179091669142907,0.004205710087417703,0.002608604990929967,0.0,0.0,0.0008872806091598528,0.0,0.0,0.0,0.0,0.0008872806091598528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008872806091598528,0.0
0.0001730219433758602,0.007105434474635327,0.006690181810533262,0.9999514847502214,0.0008455005632967036,0.0008512679614092322,0.0005225262689950978,0.0,0.0,0.0,0.00011534796225057348,0.0,0.0,0.0,0.0,0.0,0.00011534796225057348,0.0,0.0,0.0,0.0,0.00011534796225057348,0.0,0.0,0.0,0.0,0.0
0.0002906797525830455,0.024728249374670348,0.025383302338237775,0.999365177542555,0.0023418143447535493,0.0023213439396420673,0.0014083638716699668,0.0,0.0,0.0,0.0004094081022296415,0.0,0.0,0.0004094081022296415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004094081022296415,0.0,0.0,0.0,0.0,0.0
0.00023613353337888297,0.014663892422828633,0.01416801200273298,0.9997893803261906,0.0014852799249531739,0.0014711119129504411,0.000916198109510066,0.0,0.0,0.0,0.00023613353337888297,0.0,0.0,0.0,0.00023613353337888297,0.0,0.0,0.0,0.0,0.0,0.0,0.00023613353337888297,0.0,0.0,0.0,0.0,0.0
0.00043136861194157305,0.09905501459399084,0.09426203001686224,0.9905501459399084,0.006614318716437452,0.006678225177465833,0.004121966736330586,0.0,0.0,0.0,0.0,0.0015976615257095297,0.0,0.0015976615257095297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015976615257095297
0.0003763040654294318,0.022649920890609607,0.02006955015623636,0.9995352747454145,0.0023259175091781066,0.0023115821162093667,0.0014657939310536913,0.0,0.0,0.0,0.0,0.00035838482421850644,0.0,0.0,0.0,0.0,0.0,0.0,0.00035838482421850644,0.0,0.0,0.0,0.00035838482421850644,0.0,0.0,0.0,0.0
0.0003844843467332096,0.07200343220640107,0.06874114077957384,0.9949988851823062,0.0051847131604932815,0.005114806915632698,0.0031807341411565523,0.0,0.0,0.0,0.0011651040810097262,0.0,0.0,0.0,0.0,0.0011651040810097262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011651040810097262,0.0,0.0,0.0
0.00029513042672131947,0.017476350758791857,0.01793930044776648,0.9996819846295674,0.0018720528047911145,0.0018865199825715713,0.001134226737987816,0.0,0.0,0.0,0.0,0.0002893435556091367,0.0,0.0002893435556091367,0.0,0.0,0.0,0.0,0.0,0.0002893435556091367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00012692050219329033,0.005436878249982083,0.005130828812069184,0.9999715311101153,0.0006580062915127322,0.0006499049828620967,0.0003951638330698898,0.0,0.0,9.001454056261727e-05,0.0,0.0,0.0,0.0,0.0,9.001454056261727e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.001454056261727e-05,0.0,0.0,0.0
0.0002796828190050093,0.023268056747777856,0.022141556504563238,0.9994776295831791,0.0022724229044157004,0.00229184532240216,0.0013673382262467122,0.0,0.0,0.0,0.0,0.0003884483597291796,0.0,0.0003884483597291796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003884483597291796,0.0,0.0,0.0,0.0
0.00024796275604235,0.012207397220546461,0.01106295373112023,0.9998621285953835,0.0013180174186558757,0.001304665577945903,0.0008392585589125693,0.0,0.00019074058157103846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019074058157103846,0.0,0.0,0.00019074058157103846,0.0,0.0,0.0,0.0,0.0
0.00017295565767095253,0.010634204298382329,0.010274593525007081,0.9998891932086058,0.0010873944813965827,0.0010908193459049185,0.0006764107403962995,0.0,0.0,0.0,0.0001712432254167847,0.0,0.0,0.0,0.0,0.0001712432254167847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001712432254167847,0.0,0.0
0.00033414488749367304,0.061030580921638516,0.05601840760923342,0.9965379879958366,0.004383194700652299,0.0044225058638868485,0.0027321258448012088,0.0,0.0,0.0009827790808637441,0.0,0.0,0.0,0.0009827790808637441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009827790808637441,0.0
0.00026913101584651766,0.023137791501249227,0.020184826188488825,0.9995226894077615,0.002179213642201664,0.0021418343344452033,0.00133444128690565,0.0,0.0,0.00037379307756460787,0.0,0.0,0.0,0.0,0.00037379307756460787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037379307756460787,0.0,0.0,0.0,0.0
0.00022317476032509916,0.014818804085586586,0.011381912776580056,0.9998229262564442,0.0014082327376513757,0.0013881470092221167,0.0009284070029524125,0.00022317476032509916,0.0,0.0,0.0,0.0,0.0,0.00022317476032509916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022317476032509916,0.0,0.0
0.0005352427896833338,0.10865428630571676,0.10526441530438899,0.9884150182818897,0.007689654745117228,0.007653971892471674,0.004674453696567782,0.0,0.0,0.0,0.0017841426322777795,0.0,0.0,0.0,0.0,0.0,0.0017841426322777795,0.0,0.0,0.0,0.0,0.0017841426322777795,0.0,0.0,0.0,0.0,0.0
0.0004651251708379547,0.07394297587680305,0.07155771859045457,0.9946522884073185,0.005617280909350684,0.0055457231907602295,0.003458623065205304,0.0,0.0,0.0,0.0011926286431742429,0.0,0.0,0.0,0.0,0.0,0.0011926286431742429,0.0,0.0,0.0,0.0,0.0011926286431742429,0.0,0.0,0.0,0.0,0.0
0.00014864223858230096,0.008612914758974447,0.007779406879073695,0.9999316199209367,0.0009140803082911592,0.0009057452294921515,0.0005640069987328428,0.0,0.0,0.00013891797998345884,0.0,0.0,0.0,0.0,0.0,0.00013891797998345884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013891797998345884,0.0,0.0,0.0
0.0002221759924778094,0.014701432693744411,0.013945088889564633,0.9997919661501424,0.00148196114131475,0.001472506843762503,0.0009194304369560412,0.0,0.0,0.0,0.00023635743880618025,0.0,0.0,0.0,0.00023635743880618025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023635743880618025,0.0,0.0,0.0,0.0
0.0002746775069315951,0.030361674426903098,0.02795824624125164,0.999139431463677,0.0025947214494073893,0.0026045313603692316,0.0016088253977421996,0.0,0.0,0.0,0.0,0.000490495548092134,0.0,0.000490495548092134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000490495548092134,0.0,0.0,0.0
0.00011289102069678909,0.0034883325395307827,0.0031609485795100947,0.9999886613321578,0.00045777308892547974,0.00045382190320109213,0.0002816630966384888,0.0,0.0,0.0,5.6445510348394545e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.6445510348394545e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.6445510348394545e-05,0.0,0.0
0.0003015921822492343,0.0476198182498791,0.04920714552487507,0.9976351923349671,0.0037540290053654692,0.0037302190962405298,0.002246068094119298,0.0,0.0,0.0,0.000793663637497985,0.0,0.000793663637497985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000793663637497985
0.00020624139281656272,0.008604773342677783,0.00805843852726967,0.9999292959006991,0.0009915976899657255,0.0009779393195805226,0.0006200900154882085,0.0,0.0,0.0,0.0001365837038520283,0.0,0.0,0.0,0.0,0.0,0.0001365837038520283,0.0,0.0,0.0,0.0,0.0,0.0001365837038520283,0.0,0.0,0.0,0.0
0.000441871968350137,0.07966691664665704,0.07147928899781628,0.9942119287878082,0.005861301697820934,0.0058353092290944555,0.0035869606842540524,0.0,0.0,0.0012996234363239322,0.0,0.0,0.0,0.0,0.0,0.0012996234363239322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012996234363239322,0.0,0.0
0.0003022447485665778,0.024097892115443366,0.02246413671778619,0.9994498645167783,0.002462886261968195,0.0024261267655209086,0.001441789138432459,0.0,0.0,0.0,0.00040843884941429434,0.0,0.0,0.00040843884941429434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040843884941429434,0.0,0.0,0.0,0.0
0.0003846286000234235,0.06868367857561135,0.06263951486095755,0.995638604632062,0.00497819302316031,0.004945224857444017,0.0030990075773315836,0.0,0.0,0.0010989388572097815,0.0,0.0,0.0,0.0,0.0010989388572097815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010989388572097815,0.0,0.0
0.00024667889702462647,0.021679948132868578,0.019456363708984622,0.999570685549085,0.0019977516308332427,0.001980379877521649,0.0012403431864477696,0.0,0.0,0.0003474350662318683,0.0,0.0,0.0,0.0003474350662318683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003474350662318683,0.0,0.0,0.0
0.00043036644889663417,0.10225506825784027,0.09812355034843259,0.9898428324622586,0.007058009761904799,0.007092439077816531,0.004200376541231149,0.0,0.0,0.0,0.0,0.0017214657955865367,0.0,0.0,0.0017214657955865367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017214657955865367
0.0002029031242858928,0.009453441017865459,0.009069154797627025,0.9999127450604034,0.001082149996191428,0.0010775385615485668,0.0006640465885720128,0.0,0.0,0.0,0.0001537144880953733,0.0,0.0,0.0,0.0,0.0,0.0001537144880953733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001537144880953733,0.0,0.0
0.00025195352976602236,0.02195595045103909,0.02087614960918471,0.9995356459432059,0.0020804162886394416,0.002058820271802354,0.0012633669849696264,0.0,0.0,0.0,0.0003599336139514605,0.0,0.0,0.0003599336139514605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003599336139514605,0.0,0.0,0.0,0.0,0.0
0.0004596489584869401,0.08677615185980718,0.07800103537960196,0.9931203254581463,0.006170439048779226,0.00622615407405037,0.0038582655000267397,0.0,0.0,0.0013928756317786064,0.0,0.0,0.0,0.0,0.0,0.0013928756317786064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013928756317786064
